Название,Цена,Рейтинг,Количество отзывов,Страна,Гарантия,Операционная система,Потребляемая мощность,Диагональ,Технология,Разрешение экрана,Поддержка HDR,Воспроизведение видео через USB,Smart TV,Управление,Таймер выключения,Часы,Защита от детей,Телетекст,Функция TimeShift,Запись телепередач (PVR),Разъем для модуля DVB CAM (слот CI),Стандарт VESA,Смартфон в качестве пульта ДУ,Пульт ДУ,Технология HDMI ARC,Цифровое шумоподавление,Поддерживаемые цифровые стандарты,Тип звуковой системы,Суммарная мощность,Композитный вход,Аудиовход RCA,Компонентный,Аудиовыход RCA,HDMI,Версия HDMI,Вход для ПК,Коаксиальный аудиовыход,Оптический аудиовыход,Оптический аудиовход,Выход для наушников,USB,Количество разъемов USB,Ethernet (LAN),Bluetooth,Wi-Fi,Вход 3.5 мм аудио,Вход 3.5 мм аудио/видео,Выход 3.5 мм аудио,Выход 3.5 мм аудио/видео,Подставка,Высота с подставкой,Ширина с подставкой,Глубина с подставкой,Высота,Ширина,Глубина,Вес с подставкой,Вес без подставки,Цвет,Формат,Цветовая система,Кол-во встроенных динамиков,Мощность,Вес,Тип светодиодной подсветки,Частота обновления,Таймер включения,eARC,Поддерживаемые форматы,Объем встроенной памяти,Акустическая схема,Батарейки для пульта ДУ,Количество ядер процессора,Объемное звучание,Тип матрицы,Угол обзора по вертикали,Угол обзора по горизонтали,Русифицированное меню,Гид по программам,Родительский контроль,Масштабирование,Модель процессора,Яркость,Динамическая контрастность,Время отклика,Количество тюнеров,Чтение карт памяти,Контрастность,Объем оперативной памяти,VGA (D-Sub),Коаксиальный аудиовход,Версия ОС на начало продаж,Любимые каналы,Технологии улучшения изображения,Эквалайзер,Производитель процессора,Автоматическая регулировка громкости,NFC,Композитный выход,Слот для карт памяти,Технологии улучшения звука,Картинка в картинке (PIP),Встроенный DVD-плеер,Встроенный сабвуфер,Мощность сабвуфера,Подсветка Ambilight,Изогнутый экран,Прогрессивная развертка,Изменение формата,Регулировка контрастности,Предустановки изображения,Автоматическая настройка,SCART,Гребенчатый фильтр,Частота процессора,Список программ,Антибликовое покрытие,Дополнительная информация,Поддержка 3D,Количество каналов,Ручная настройка,Встроенное радио
"LED телевизор 42"" Blackton Bt 42S04B Black",14 990 р.,0.0,0.0,Беларусь,1 год,Салют ТВ,,"42"" (106.7 см) ",LED ,1920x1080 Пикс (Full HD) ,,Есть ,Есть ,Голосом ,,,,,,,,,,Есть,,,"DVB-C, DVB-T, DVB-T2 ",,,Есть,,,,3.0,,,Есть,,,Есть,Есть ,2.0,,Есть,Есть ,,,,,Есть ,58.8 см,95.6 см,18 см,54.2 см,95.6 см,7.8 см,,,Черный ,16:9,,2.0,2 x 8 Вт,6.14 кг,,,,,,,,Есть,,,,,,,,,,,220 кд/м² ,,,,,3000:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 32"" Blackton Bt 3210B Black",8 400 р.,5.0,1.0,Россия,1 год,Android TV,55 Вт,"32"" (81.3 см) ",LED ,1366x768 Пикс (HD-Ready) ,,Есть ,,Голосом ,,,,,,,,200x100 ,,Есть,,,DVB-C ,,,,,,,2.0,,,Есть,,,,Есть ,1.0,,,,,,,,Есть ,46.5 см,71.6 см,19 см,42.2 см,72 см,6.6 см,,,Черный ,16:9,,2.0,2 х 7 Вт,3.52 кг,Direct LED,60 Гц ,,,,,,Есть,,,,178 °,178 ° ,,,,,,200 кд/м² ,,,,,3000:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) OLED телевизор 55"" Hisense 55A85H Smart",150 190 р.,0.0,0.0,Китай,1 год,VIDAA,350 Вт,"55"" (139.7 см) ",OLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,,,Есть,Есть ,Есть,,Есть,,Есть,,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",NICAM Стерео,,Есть,,,,4.0,"2.0, 2.1",,,,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,"PAL, SECAM",,6х10 Вт,,,120 Гц ,,,,,,,4.0,,,178 °,178 ° ,,,Есть,Есть,Quad Core/MT9900,,,,,,150000:1,,,,U6.0,,UHD 4K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 55"" Accesstyle UHD 55 U55EY1000B",30 990 р.,0.0,0.0,Китай,1 год,Android TV,,"55"" (139.7 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,,,,,,,,200x100 ,Есть,Есть,,,"DVB-C, DVB-T, DVB-T2 ",,,,,,,3.0,,,,,,,Есть ,2.0,,Есть,Есть ,,,,,Есть ,81.2 см,124.5 см,,,,,,,,16:9,,2.0,2 х 10 Вт,,Direct LED,60 Гц ,,,,,2.0,Есть,4.0,,MVA,178 °,178 ° ,,,,Есть,,270 кд/м² ,,,,,1200:1,,,,,,UHD 4K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 50"" National NX-50TUS120",22 790 р.,0.0,0.0,Россия,1 год,Салют ТВ,60 Вт,"50"" (127 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,,,,,200x200 ,Есть,,Есть,,"DVB-C, DVB-T, DVB-T2 ",,,,,,,3.0,2.0,,,,,,Есть ,2.0,Есть ,Есть,Есть ,,,1.0,,,,,,,,,,,,16:9,,2.0,2 x 8 Вт,,,60 Гц ,,,,8 ГБ,,,,,,176 °,176 ° ,,,,Есть,A53*4 64bit,350 кд/м² ,160000:1,9.5 мс,,,,1.5 ГБ,,,,,UHD 4K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 50"" LG 50UQ80006LB.ARUB Smart",38 990 р.,0.0,0.0,Польша,1 год,WebOS,,"50"" (127 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,,Есть ,Голосом ,,,Есть,Есть ,,,Есть,200x200 ,Есть,Есть,,,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",AI Sound,,,,,,2.0,,,,Есть,,Есть,Есть ,1.0,Есть ,Есть,Есть ,,,,,Есть ,,,,,,,,,,16:9,"PAL, SECAM",2.0,2 х 10 Вт,,Direct LED,60 Гц ,,Есть,,,2.0,,,,,,,,,Есть,Есть,,,,,,,,,,,6.0,,UHD 4K,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 43"" SKYWORTH 43SUE9350",20 590 р.,0.0,0.0,Беларусь,1 год,,,"43"" (109.2 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,,Есть ,Есть ,Голосом ,,,,,Есть,,,200x200 ,,,,,"DVB-S, DVB-T, DVB-C2, DVB-S2, DVB-T2 ",Dolby Digital; Dolby Digital Plus,,,,,,3.0,2.0,,,,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,,,,56.43 см,95.69 см,8.8 см,,,Черный ,16:9,,2.0,2 х 10 Вт,6 кг,Direct LED,60 Гц ,,,,16 ГБ,,,,,,,,,,,Есть,,,,,,,,2 ГБ,,,,,UHD 4K,,,,,,,,,,,,,,,,,,,,,,,,Google Assistant,,,,
"Ultra HD (4K) LED телевизор 65"" Haier 65 Smart TV S1",48 990 р.,0.0,0.0,Китай,1 год,Android TV,170 Вт,"65"" (165.1 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,,Есть,Есть,,,,,Есть,Есть,"DVB-C, DVB-T, DVB-S2, DVB-T2 ",NICAM стерео,,Есть,,,Есть,4.0,2.1,,,,,,,,,,,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2.0,2 х 10 Вт,,Direct LED,60 Гц ,Есть,,,,,,,Есть,,178 °,178 ° ,,,Есть,Есть,,300 кд/м² ,,6.5 мс,,,,,,,11,,4K UHD,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) Neo QLED телевизор 75"" Samsung QE75QN90BAUXCE",389 190 р.,0.0,0.0,Россия,12 лет,Tizen,305 Вт,"75"" (190.5 см) ",QNED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,Есть ,Есть,Есть,,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Dolby Atmos,60 Вт,,,,,4.0,2.1,,,Есть,,,,,,,,,,,,,,,,,,,,,,16:9,"PAL, SECAM",,4х10 Вт,,Mini LED,120 Гц ,,Есть,,,4.2,,,,,,,,Есть,,Есть,Neo Quantum Processor 8K 5000,,,,,,,,,,6.5,,HDR10+ 4600,,,,,,,,,,Есть ,20 Вт,,,,,,,,,,,,,,,,,
"Ultra HD (4K) OLED телевизор 55"" Philips 55OLED857/12",144 999 р.,5.0,1.0,Польша,1 год,Android TV,,"55"" (139.7 см) ",OLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,Есть ,Есть,Есть,Есть,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-C2, DVB-S2, DVB-T2 ","Dolby Atmos/Dolby Digital MS12, версия 2.5",70 Вт,,,,,4.0,"2.0, 2.1",,,Есть,,Есть,Есть ,3.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,,"PAL, SECAM",,4х10 Вт,,,120 Гц ,,,"MP3, MPEG4",,2.1,,,,,,,,Есть,,Есть,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) QLED телевизор 55"" Samsung QE55Q80BAUXCE",144 990 р.,0.0,0.0,Россия,1 год,Tizen,255 Вт,"55"" (139.7 см) ",QLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,Есть ,,,Есть,,Есть,,Есть,Есть,"DVB-C, DVB-T, DVB-C2, DVB-S2, DVB-T2 ",,60 Вт,Есть,,,,4.0,,,,Есть,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,,2.0,,,Direct LED,120 Гц ,,Есть,,,2.2,,,,,,,,Есть,,Есть,,,,,,,,,,,6.5,,"HDR10+, HLG 3800",,,,,,,Dolby Digital Plus,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 55"" Maunfeld MLT55USD02G",45 490 р.,5.0,2.0,Беларусь,1 год,Android TV,112 Вт,"55"" (139.7 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,,Есть,,,Есть,,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Dolby Digital,,Есть,Есть,Есть,Есть,3.0,2.0,,,,Есть,,,,,,,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2.0,2х10 Вт,,Direct LED,60 Гц ,,,,,2.0,,,Есть,VA,170 °,170 ° ,,,,,,280 кд/м² ,,6.5 мс,,,5000:1,,,,Android 11,,,,,,,,,,,,,,,,,,,,,Есть,,,,,,,,,
"Ultra HD (4K) LED телевизор 43"" Maunfeld MLT43USD02G",25 990 р.,5.0,2.0,Беларусь,1 год,Android TV,70 Вт,"43"" (109.2 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,,,,,,Есть,"DVB-C, DVB-S, DVB-T, DVB-C2, DVB-S2, DVB-T2 ",,,Есть,Есть,,,3.0,,,,Есть,Есть,Есть,Есть ,2.0,,,,,,,,,,,,,,,,,,16:9,,2.0,2х10 Вт,,Direct LED,60 Гц ,,,,,,,,Есть,IPS,170 °,170 ° ,,,,Есть,,200 кд/м² ,,9.5 мс,,"SD, SDHC, SDXC",5000:1,,,Есть,Android 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 24"" BBK 24LEM-1087/T2C",8 610 р.,0.0,0.0,Россия,1 год,,24 Вт,"23.6"" (59.9 см) ",LED ,1366x768 Пикс (HD-Ready) ,,Есть ,,,,,Есть,,Есть,Есть,Есть,75x75 ,,Есть,,Есть,"DVB-C, DVB-T, DVB-T2 ",,,,,,,1.0,1.4a,,,Есть,,Есть,Есть ,1.0,,,,,,,,Есть ,37.7 см,55.3 см,20.8 см,33.5 см,,,,,,16:9,,2.0,2х5 Вт,,Direct LED,60 Гц ,,,"MP3, AVI, DivX, MKV, MPEG4",,,,,,,176 °,176 ° ,,,,,,210 кд/м² ,,8.5 мс,,,1000:1,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 32"" BBK 32LEX-7287/TS2C",12 990 р.,0.0,0.0,Россия,1 год,"Яндекс.ТВ, Android TV",40 Вт,"31.5"" (80 см) ",LED ,1366x768 Пикс (HD-Ready) ,,Есть ,Есть ,Голосом ,,,Есть,,,Есть,Есть,100x100 ,,,,,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,,,,Есть,,2.0,1.4a,,Есть,,,Есть,Есть ,2.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,SECAM,2.0,2х10 Вт,,Direct LED,60 Гц ,,,"MP3, AVI, MKV",8 ГБ,,,,,,178 °,178 ° ,,,,,,220 кд/м² ,,7 мс,,,1400:1,1 ГБ,,,Android 9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 50"" BBK 50LEX-8287/UTS2C",31 190 р.,0.0,0.0,Россия,1 год,"Яндекс.ТВ, Android TV",93 Вт,"50"" (127 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,,,Есть,,,Есть,Есть,200x200 ,,,,,"DVB-C, DVB-T, DVB-S2, DVB-T2 ",,,,,,,3.0,2.1,,Есть,Есть,,Есть,Есть ,2.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,SECAM,2.0,2х10 Вт,,Direct LED,60 Гц ,,,"MP3, AVI, MKV",8 ГБ,,,,,,178 °,178 ° ,,,,,,300 кд/м² ,,8 мс,,,4000:1,1.5 ГБ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 55"" Maibenben 55M2UB",35 890 р.,0.0,0.0,Китай,1 год,Android TV,150 Вт,"55"" (139.7 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,,,,,,,Есть,Есть,100x200 ,Есть,Есть,Есть,,"DVB-C, DVB-T, DVB-S2, DVB-T2 ",Dolby Digital,,,,,,3.0,2.0,,,,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,81.2 см,124.5 см,25.4 см,76.6 см,,,,,,16:9,,2.0,2х8 Вт,,Direct LED,60 Гц ,,,,,2.0,Есть,,,,178 °,,,,,,,,,,,,1000:1,,,,Android 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) QLED телевизор 50"" Maunfeld MQT50USD03",49 990 р.,5.0,2.0,Беларусь,1 год,Android TV,91 Вт,"50"" (127 см) ",QLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Dolby Digital,,Есть,Есть,,Есть,2.0,2.0,,,Есть,Есть,,,,,,,,,,,,,,,,,,,,,16:9,,2.0,2х8 Вт,,Direct LED,60 Гц ,,,,,,,,Есть,IPS,170 °,170 ° ,,,,,,350 кд/м² ,,9.5 мс,,,5000:1,,,,,,,,,,,,,,,,,,,,,,,,,Есть,,,,,,,1000-5000,,
"Ultra HD (4K) QLED телевизор 55"" Maunfeld MQT55USD03",42 390 р.,5.0,2.0,Беларусь,1 год,Android TV,112 Вт,"55"" (139.7 см) ",QLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Dolby Digital,,Есть,Есть,,Есть,2.0,2.0,,,Есть,Есть,,,,,,,,,,,,,,,,,,,,,16:9,,2.0,2х8 Вт,,Direct LED,60 Гц ,,,,,,,,Есть,IPS,170 °,170 ° ,,,,,,350 кд/м² ,,6.5 мс,,,5000:1,,,,,,,,,,,,,,,,,,,,,,,,,Есть,,,,,,,1000-5000,,
"LED телевизор 24"" Telefunken TF-LED24S89T2 Black",8 100 р.,0.0,0.0,Беларусь,1 год,,,"23.6"" (59.9 см) ",LED ,1366x768 Пикс (HD-Ready) ,,Есть ,,,Есть,,,Есть ,Есть,Есть,Есть,100x100 ,,,,,"DVB-C, DVB-T, DVB-T2 ",,,Есть,,Есть,,1.0,,,Есть,,,Есть,Есть ,1.0,,,,,,,,Есть ,37 см,56 см,17 см,33.5 см,56 см,8 см,,,,16:9,"PAL, SECAM",2.0,2х5 Вт,2.4 кг,,50 Гц ,,,,,,,,,,178 °,178 ° ,,,,,,180 кд/м² ,,9.5 мс,,,3000:1,,Есть,,,,,,,,,,,,,,,,,,Есть,,,,,,,,,,,,,,
"LED телевизор 32"" Econ EX-32HS020B",10 890 р.,0.0,0.0,Россия,1 год,Android TV,60 Вт,"32"" (81.3 см) ",LED ,1366x768 Пикс (HD-Ready) ,,,Есть ,,Есть,,,,,,Есть,200x200 ,,Есть,,Есть,"DVB-C, DVB-T2 ",,,,Есть,,,2.0,1.4,,Есть,,,Есть,Есть ,1.0,Есть ,,Есть ,,,,,Есть ,48 см,73.3 см,,,,,,,,16:9,,2.0,2х8 Вт,,Direct LED,60 Гц ,,,,8 ГБ,,,,,,178 °,178 ° ,,,,,,200 кд/м² ,,8 мс,,,,1 ГБ,,,Android 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 43"" Samsung UE43BU8500",47 590 р.,0.0,0.0,Россия,1 год,Tizen,135 Вт,"43"" (109.2 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,,,,Есть ,,,,200x200 ,,Есть,,,"DVB-C, DVB-S2, DVB-T2 ",,20 Вт,,,,,3.0,,,,,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,62.4 см,96.6 см,18.8 см,56 см,96.6 см,2.6 см,,8.1 кг,Черный ,16:9,"NTSC, PAL, SECAM",2.0,,8.7 кг,Edge LED,50 Гц ,,,,,,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 43"" LG 43UQ75006",35 690 р.,0.0,0.0,Россия,1 год,WebOS,110 Вт,"43"" (109.2 см) ",QLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,,,,,Есть,200x200 ,Есть,Есть,Есть,,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,20 Вт,Есть,,,,2.0,,,,,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,"PAL, SECAM",,,,Direct LED,60 Гц ,Есть,,"MP3, DivX, MKV, WMA, MPEG4",,,,,Есть,IPS,178 °,178 ° ,,Есть,Есть,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) OLED телевизор 55"" LG OLED55A26LA",113 990 р.,0.0,0.0,Россия,1 год,WebOS,72 Вт,"55"" (139.7 см) ",OLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,,Голосом ,,,,Есть ,Есть,,,200x300 ,Есть,,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,20 Вт,,,,,3.0,,,,,,,Есть ,2.0,,Есть,Есть ,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2.0,10 Вт,,Direct LED,60 Гц ,,,"MP3, DivX, MKV, JPEG, WMA, MPEG4",,2.0,,,Есть,,178 °,178 ° ,Есть,Есть,Есть,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Есть,,,
"Ultra HD (4K) LED телевизор 65"" Samsung UE65BU8000",97 990 р.,0.0,0.0,Вьетнам,1 год,Tizen,215 Вт,"65"" (165.1 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,,,,Есть ,,,Есть,400x300 ,Есть,Есть,,,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,20 Вт,,,,,3.0,,,,,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,87 см,145.1 см,28.2 см,83.2 см,145.1 см,2.6 см,,20.9 кг,,16:9,,,,,,50 Гц ,,Есть,,,,,,,,,,,Есть,,Есть,Crystal Processor 4K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) QLED телевизор 65"" Samsung QE65Q60BAU",111 990 р.,0.0,0.0,Южная Корея,1 год,Tizen,175 Вт,"65"" (165.1 см) ",QLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,,,,,,,Есть,400x300 ,Есть,Есть,Есть,,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,20 Вт,,,,,3.0,,,,,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,87.2 см,145.1 см,27.4 см,83.1 см,145.1 см,2.6 см,,,,16:9,,2.0,,,Dual LED,60 Гц ,,,,,,,,,,178 °,178 ° ,,Есть,,,Quantum 4K Lite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) OLED телевизор 65"" Hisense 65A85H",198 990 р.,0.0,0.0,Россия,1 год,VIDAA,110 Вт,"65"" (165.1 см) ",OLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,,,,Есть ,,,,400x300 ,,Есть,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,60 Вт,Есть,,,,4.0,,,,,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,91.4 см,145.2 см,30 см,83.4 см,,,,,,16:9,,,,,,120 Гц ,,,"AVI, MKV, JPEG",,,,,Есть,,178 °,178 ° ,,,Есть,,,800 кд/м² ,,,,,150000:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) QLED телевизор 65"" Samsung QE65Q70BAU",158 190 р.,0.0,0.0,Армения,1 год,Tizen,219 Вт,"65"" (165.1 см) ",QLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,,,,,,,Есть,400x300 ,Есть,Есть,Есть,,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,20 Вт,,,,,4.0,2.1,,,,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,89.7 см,145.2 см,,,,,,,,16:9,,2.0,2х10 Вт,,Edge LED,120 Гц ,,Есть,,,,,,,VA,178 °,178 ° ,,Есть,,,Quantum 4K Lite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 32"" Blackton Bt 32S08B",17 990 р.,0.0,0.0,Россия,1 год,Android TV,60 Вт,"32"" (81.3 см) ",LED ,1366x768 Пикс (HD-Ready) ,,Есть ,Есть ,,Есть,,Есть,Есть ,,,,100x100 ,,Есть,,Есть,"DVB-C, DVB-T, DVB-T2 ",,,Есть,,Есть,,3.0,,,,,,Есть,Есть ,2.0,Есть ,,Есть ,,,,,Есть ,47.4 см,73.1 см,20.9 см,,,,,,,16:9,,2.0,2х8 Вт,,,60 Гц ,,,,,2.0,Есть,,,,178 °,178 ° ,,,,,,200 кд/м² ,,,,,3000:1,,,,Android TV 9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 55"" Haier 55 Smart TV S3",39 990 р.,0.0,0.0,Китай,1 год,Android TV,170 Вт,"55"" (139.7 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,Есть,,,Есть,,,Есть,"DVB-C, DVB-T, DVB-S2, DVB-T2 ",Dolby Atmos,,Есть,Есть,,Есть,4.0,2.1,,,,,Есть,Есть ,2.0,,,,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2.0,2х10 Вт,,,60 Гц ,Есть,,,,,,,Есть,,178 °,178 ° ,,,Есть,,,320 кд/м² ,,6.5 мс,,,6000:1,,,,11.0,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) Neo QLED телевизор 65"" Samsung QE65QN85BAUXCE",169 990 р.,0.0,0.0,Россия,1 год,Tizen,250 Вт,"65"" (165.1 см) ",Neo QLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,Есть,400x300 ,Есть,Есть,,Есть,"DVB-C, DVB-S, DVB-T, DVB-C2, DVB-S2, DVB-T2 ",,60 Вт,,,,,4.0,2.1,,,,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,,,,,,,,,,16:9,,,,,Mini LED,100 Гц ,,,,,2.2,,,,IPS,,,,,,,Neo Quantum Processor 4K,,,,,,,,,,,,,,,,,,,,,,Есть ,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) ОLED телевизор 55"" Sony XR-55A80K",219 990 р.,0.0,0.0,Словакия,1 год,Android TV,104 Вт,"55"" (139.7 см) ",OLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,Есть,Есть,300x300 ,Есть,Есть,,Есть,"DVB-C, DVB-S, DVB-T, DVB-C2, DVB-S2, DVB-T2 ",,50 Вт,,,,,4.0,2.1,,,,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,74 см,122.7 см,33 см,71 см,,,,,,16:9,,,,,,100 Гц ,,,,16 ГБ,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 32"" Sharp 2T-C32BC6NX",12 490 р.,0.0,0.0,Египет,1 год,,55 Вт,"32"" (81.3 см) ",LED ,1920x1080 Пикс (Full HD) ,,,,,,,,,,,Есть,100x100 ,,Есть,,,"DVB-T, DVB-S2, DVB-T2 ",Dolby Digital,20 Вт,,Есть,,,2.0,2.0,,,,,Есть,Есть ,1.0,Есть ,,,1.0,1.0,,,Есть ,47.4 см,73.1 см,20.9 см,43.1 см,73.1 см,7.8 см,,,,16:9,"NTSC, PAL, SECAM",2.0,2x8 Вт,,,60 Гц ,,,,,2.0,,,,,178 °,178 ° ,,,,,,,,9 мс,1.0,,,,,,,,,,,,,,,,,,,,,,Есть,,,,Есть,,,,,,,,,Есть,
